org,year,survey,bush,state,edu,age,female,black,weight
cbsnyt,7,9158,NA,OR,NoHS,18to29,1,0,1229
cbsnyt,7,9158,NA,IL,HS,30to44,0,0,510
cbsnyt,7,9158,NA,MN,HS,30to44,0,0,1020
cbsnyt,7,9158,NA,NM,HS,45to64,1,0,924
cbsnyt,7,9158,NA,NY,SomeColl,65plus,1,0,361
cbsnyt,7,9158,NA,NY,HS,65plus,1,1,661
cbsnyt,7,9158,NA,RI,HS,18to29,1,1,1654
cbsnyt,7,9158,NA,FL,HS,30to44,1,0,1186
cbsnyt,7,9158,NA,NY,HS,65plus,1,0,403
cbsnyt,7,9158,NA,IL,SomeColl,18to29,1,0,922
cbsnyt,7,9158,NA,OH,Bacc,45to64,0,0,883
cbsnyt,7,9158,NA,PA,HS,45to64,1,0,1264
cbsnyt,7,9158,NA,CA,SomeColl,30to44,1,0,664
cbsnyt,7,9158,1,WA,HS,30to44,0,0,1119
cbsnyt,7,9158,0,WA,SomeColl,30to44,1,0,332
cbsnyt,7,9158,1,ID,Bacc,30to44,0,0,1164
cbsnyt,7,9158,0,CA,Bacc,30to44,1,0,918
cbsnyt,7,9158,0,MI,HS,18to29,1,0,1120
cbsnyt,7,9158,0,OH,SomeColl,45to64,0,0,436
cbsnyt,7,9158,1,FL,Bacc,65plus,0,0,1580
cbsnyt,7,9158,1,NY,HS,65plus,0,0,1137
cbsnyt,7,9158,1,WI,HS,18to29,1,0,1120
cbsnyt,7,9158,1,TN,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,MI,HS,45to64,1,0,842
cbsnyt,7,9158,0,OH,HS,45to64,1,0,421
cbsnyt,7,9158,1,GA,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,WI,Bacc,30to44,1,1,411
cbsnyt,7,9158,0,MN,HS,30to44,0,0,510
cbsnyt,7,9158,0,MA,Bacc,18to29,0,0,842
cbsnyt,7,9158,1,IL,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,KS,HS,65plus,1,0,448
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,279
cbsnyt,7,9158,0,IN,NoHS,18to29,0,0,1420
cbsnyt,7,9158,NA,NY,Bacc,30to44,0,0,708
cbsnyt,7,9158,NA,OK,HS,18to29,0,0,1396
cbsnyt,7,9158,0,ND,HS,30to44,0,0,1020
cbsnyt,7,9158,0,LA,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,NY,SomeColl,18to29,1,0,462
cbsnyt,7,9158,0,CA,HS,18to29,0,0,2337
cbsnyt,7,9158,0,WI,SomeColl,18to29,1,0,461
cbsnyt,7,9158,1,CA,SomeColl,18to29,0,0,962
cbsnyt,7,9158,0,FL,HS,45to64,1,0,827
cbsnyt,7,9158,0,IL,HS,30to44,1,0,804
cbsnyt,7,9158,0,MO,HS,18to29,1,1,1652
cbsnyt,7,9158,1,OH,SomeColl,30to44,0,0,384
cbsnyt,7,9158,1,IL,Bacc,65plus,1,0,317
cbsnyt,7,9158,0,WV,Bacc,18to29,1,0,652
cbsnyt,7,9158,NA,VA,HS,30to44,1,0,790
cbsnyt,7,9158,1,NJ,HS,18to29,1,0,1681
cbsnyt,7,9158,1,PA,HS,45to64,1,0,843
cbsnyt,7,9158,1,TX,SomeColl,30to44,1,0,595
cbsnyt,7,9158,1,MD,Bacc,45to64,0,0,868
cbsnyt,7,9158,1,FL,Bacc,65plus,1,0,623
cbsnyt,7,9158,1,AL,HS,30to44,0,0,1003
cbsnyt,7,9158,1,FL,HS,18to29,0,0,698
cbsnyt,7,9158,1,VA,Bacc,45to64,1,0,513
cbsnyt,7,9158,1,FL,HS,65plus,0,0,1116
cbsnyt,7,9158,1,TN,NoHS,30to44,1,0,1808
cbsnyt,7,9158,0,GA,HS,30to44,1,1,1750
cbsnyt,7,9158,1,FL,Bacc,30to44,1,0,274
cbsnyt,7,9158,1,AL,NoHS,65plus,0,0,1321
cbsnyt,7,9158,1,NY,HS,30to44,1,0,1208
cbsnyt,7,9158,1,FL,HS,65plus,1,0,1320
cbsnyt,7,9158,0,MD,NoHS,65plus,1,0,1042
cbsnyt,7,9158,1,AL,NoHS,45to64,1,0,2111
cbsnyt,7,9158,0,TX,HS,45to64,0,0,1049
cbsnyt,7,9158,0,MD,Bacc,30to44,0,0,1043
cbsnyt,7,9158,1,VA,Bacc,65plus,1,0,623
cbsnyt,7,9158,NA,MS,NoHS,65plus,1,0,2083
cbsnyt,7,9158,0,NC,NoHS,45to64,1,1,1558
cbsnyt,7,9158,0,NY,Bacc,18to29,0,0,842
cbsnyt,7,9158,1,VA,HS,45to64,1,0,827
cbsnyt,7,9158,1,PA,Bacc,30to44,0,0,708
cbsnyt,7,9158,1,KY,NoHS,30to44,1,0,2712
cbsnyt,7,9158,1,VA,SomeColl,65plus,1,0,354
cbsnyt,7,9158,1,TX,Bacc,30to44,0,0,348
cbsnyt,7,9158,0,SC,Bacc,30to44,0,0,695
cbsnyt,7,9158,1,VA,Bacc,45to64,1,0,1027
cbsnyt,7,9158,0,MO,HS,65plus,0,0,568
cbsnyt,7,9158,1,FL,Bacc,18to29,1,0,652
cbsnyt,7,9158,1,TX,SomeColl,30to44,1,0,595
cbsnyt,7,9158,1,FL,SomeColl,65plus,1,0,354
cbsnyt,7,9158,1,TN,HS,45to64,0,0,1049
cbsnyt,7,9158,1,WV,HS,18to29,0,0,698
cbsnyt,7,9158,1,VA,SomeColl,18to29,0,0,1150
cbsnyt,7,9158,1,SC,HS,30to44,1,0,790
cbsnyt,7,9158,0,KY,Bacc,45to64,1,0,1027
cbsnyt,7,9158,0,FL,HS,45to64,1,0,827
cbsnyt,7,9158,1,SD,Bacc,18to29,1,0,663
cbsnyt,7,9158,0,MA,NoHS,65plus,0,0,1346
cbsnyt,7,9158,1,VA,Bacc,65plus,1,0,548
cbsnyt,7,9158,0,MD,HS,45to64,1,1,1831
cbsnyt,7,9158,1,CT,SomeColl,45to64,1,0,1033
cbsnyt,7,9158,1,SC,NoHS,45to64,1,1,1558
cbsnyt,7,9158,1,FL,HS,30to44,0,0,1003
cbsnyt,7,9158,1,MD,HS,65plus,1,0,880
cbsnyt,7,9158,1,NJ,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,GA,SomeColl,45to64,0,0,858
cbsnyt,7,9158,1,KS,Bacc,45to64,1,0,696
cbsnyt,7,9158,1,NC,NoHS,18to29,0,0,698
cbsnyt,7,9158,1,GA,SomeColl,30to44,1,0,1487
cbsnyt,7,9158,0,TX,HS,30to44,1,1,292
cbsnyt,7,9158,0,SC,Bacc,30to44,0,1,1107
cbsnyt,7,9158,0,MD,NoHS,65plus,0,1,2104
cbsnyt,7,9158,1,MO,HS,30to44,1,0,804
cbsnyt,7,9158,1,NY,SomeColl,18to29,1,0,923
cbsnyt,7,9158,1,NJ,HS,30to44,1,0,1610
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,279
cbsnyt,7,9158,0,AR,NoHS,65plus,0,0,2642
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,558
cbsnyt,7,9158,NA,NJ,HS,65plus,0,0,568
cbsnyt,7,9158,1,WI,NoHS,30to44,0,0,4666
cbsnyt,7,9158,0,NJ,Bacc,18to29,1,0,664
cbsnyt,7,9158,0,IA,SomeColl,30to44,1,0,605
cbsnyt,7,9158,1,FL,Bacc,30to44,0,0,695
cbsnyt,7,9158,1,WA,HS,45to64,0,0,586
cbsnyt,7,9158,1,NY,Bacc,30to44,0,0,354
cbsnyt,7,9158,1,NJ,Bacc,30to44,1,0,279
cbsnyt,7,9158,0,NY,SomeColl,30to44,0,0,768
cbsnyt,7,9158,0,MS,Bacc,18to29,1,0,652
cbsnyt,7,9158,0,AR,SomeColl,45to64,0,0,858
cbsnyt,7,9158,0,NY,NoHS,45to64,0,1,4343
cbsnyt,7,9158,0,MN,HS,45to64,0,0,1068
cbsnyt,7,9158,0,OH,HS,45to64,1,0,2104
cbsnyt,7,9158,1,VA,Bacc,30to44,0,0,695
cbsnyt,7,9158,1,CT,Bacc,18to29,1,0,664
cbsnyt,7,9158,1,NY,HS,18to29,1,0,1121
cbsnyt,7,9158,1,NY,SomeColl,65plus,1,0,361
cbsnyt,7,9158,1,FL,HS,18to29,0,0,1396
cbsnyt,7,9158,1,WI,SomeColl,45to64,1,0,688
cbsnyt,7,9158,1,WV,NoHS,45to64,0,0,2678
cbsnyt,7,9158,1,OK,NoHS,18to29,0,0,2094
cbsnyt,7,9158,0,NY,HS,65plus,0,0,1137
cbsnyt,7,9158,0,PA,HS,45to64,1,0,1264
cbsnyt,7,9158,0,VA,NoHS,65plus,1,1,1537
cbsnyt,7,9158,1,NY,HS,65plus,1,0,896
cbsnyt,7,9158,0,NY,HS,65plus,0,0,1137
cbsnyt,7,9158,0,TX,NoHS,30to44,1,0,1808
cbsnyt,7,9158,0,CA,SomeColl,30to44,1,0,664
cbsnyt,7,9158,0,OH,NoHS,45to64,1,0,2148
cbsnyt,7,9158,1,PA,Bacc,30to44,0,0,708
cbsnyt,7,9158,0,TX,Bacc,30to44,1,0,822
cbsnyt,7,9158,1,MN,SomeColl,65plus,0,0,914
cbsnyt,7,9158,1,FL,Bacc,45to64,1,0,342
cbsnyt,7,9158,1,SC,SomeColl,65plus,1,0,354
cbsnyt,7,9158,1,NY,HS,18to29,1,0,1121
cbsnyt,7,9158,1,NY,HS,18to29,1,0,1681
cbsnyt,7,9158,0,MD,SomeColl,30to44,1,0,297
cbsnyt,7,9158,1,NY,HS,30to44,1,0,805
cbsnyt,7,9158,1,WI,SomeColl,30to44,0,0,384
cbsnyt,7,9158,1,OH,HS,45to64,1,0,842
cbsnyt,7,9158,1,NY,Bacc,65plus,0,0,1207
cbsnyt,7,9158,1,IA,NoHS,18to29,1,0,1120
cbsnyt,7,9158,1,PA,NoHS,30to44,1,0,921
cbsnyt,7,9158,1,VA,Bacc,30to44,0,0,695
cbsnyt,7,9158,0,TX,Bacc,45to64,1,0,684
cbsnyt,7,9158,1,MA,Bacc,18to29,0,0,1262
cbsnyt,7,9158,0,MO,HS,30to44,0,0,2040
cbsnyt,7,9158,0,MA,Bacc,30to44,1,0,279
cbsnyt,7,9158,0,FL,HS,65plus,1,0,880
cbsnyt,7,9158,0,WV,HS,45to64,1,0,827
cbsnyt,7,9158,0,WI,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,ND,Bacc,30to44,0,0,707
cbsnyt,7,9158,1,MA,HS,30to44,0,0,1021
cbsnyt,7,9158,1,GA,HS,65plus,1,0,1320
cbsnyt,7,9158,NA,NY,HS,30to44,0,1,2439
cbsnyt,7,9158,1,OH,HS,30to44,0,0,510
cbsnyt,7,9158,1,NJ,HS,45to64,1,0,421
cbsnyt,7,9158,1,AL,SomeColl,18to29,1,0,1813
cbsnyt,7,9158,1,OH,HS,18to29,1,0,560
cbsnyt,7,9158,NA,MD,HS,65plus,0,0,1116
cbsnyt,7,9158,NA,NY,HS,18to29,1,0,1121
cbsnyt,7,9158,0,OH,NoHS,65plus,1,0,2119
cbsnyt,7,9158,0,MN,NoHS,18to29,1,1,1652
cbsnyt,7,9158,0,WI,HS,18to29,1,0,1120
cbsnyt,7,9158,0,NJ,HS,18to29,1,1,3308
cbsnyt,7,9158,0,FL,NoHS,18to29,1,0,550
cbsnyt,7,9158,0,NJ,HS,45to64,1,1,3108
cbsnyt,7,9158,1,IL,Bacc,65plus,1,0,317
cbsnyt,7,9158,1,MI,HS,45to64,1,0,1263
cbsnyt,7,9158,1,NE,Bacc,30to44,1,0,1394
cbsnyt,7,9158,0,MA,Bacc,30to44,1,0,558
cbsnyt,7,9158,1,MA,SomeColl,45to64,1,0,689
cbsnyt,7,9158,0,MI,SomeColl,30to44,1,0,605
cbsnyt,7,9158,1,MI,HS,18to29,0,0,710
cbsnyt,7,9158,0,IL,Bacc,65plus,1,0,317
cbsnyt,7,9158,0,NE,Bacc,30to44,0,0,707
cbsnyt,7,9158,0,TX,HS,18to29,1,0,1651
cbsnyt,7,9158,1,CT,HS,45to64,1,0,1264
cbsnyt,7,9158,0,NY,HS,30to44,1,0,805
cbsnyt,7,9158,1,OK,HS,18to29,1,0,1101
cbsnyt,7,9158,1,IN,SomeColl,18to29,1,0,461
cbsnyt,7,9158,0,OH,NoHS,65plus,1,0,1060
cbsnyt,7,9158,1,LA,HS,45to64,1,0,827
cbsnyt,7,9158,1,IA,Bacc,18to29,1,0,331
cbsnyt,7,9158,1,NY,NoHS,30to44,0,0,1752
cbsnyt,7,9158,0,CA,SomeColl,45to64,1,0,755
cbsnyt,7,9158,1,CA,SomeColl,65plus,0,0,502
cbsnyt,7,9158,1,WA,HS,18to29,1,0,1229
cbsnyt,7,9158,1,OH,NoHS,45to64,0,0,2724
cbsnyt,7,9158,1,CA,NoHS,65plus,0,0,2950
cbsnyt,7,9158,1,SC,HS,45to64,1,1,2442
cbsnyt,7,9158,1,MI,HS,65plus,1,0,895
cbsnyt,7,9158,1,UT,HS,45to64,1,0,924
cbsnyt,7,9158,0,TX,HS,30to44,0,0,501
cbsnyt,7,9158,1,OH,Bacc,45to64,0,0,883
cbsnyt,7,9158,1,AZ,HS,65plus,1,0,983
cbsnyt,7,9158,1,CA,SomeColl,30to44,1,0,332
cbsnyt,7,9158,1,CA,HS,45to64,1,0,462
cbsnyt,7,9158,1,AZ,SomeColl,65plus,1,0,791
cbsnyt,7,9158,0,NM,Bacc,30to44,0,0,388
cbsnyt,7,9158,0,IL,Bacc,18to29,0,1,1004
cbsnyt,7,9158,NA,IN,HS,18to29,0,0,1420
cbsnyt,7,9158,1,AL,Bacc,18to29,1,0,652
cbsnyt,7,9158,1,UT,Bacc,30to44,1,0,306
cbsnyt,7,9158,1,WI,SomeColl,65plus,0,0,914
cbsnyt,7,9158,1,MO,HS,18to29,0,0,4260
cbsnyt,7,9158,1,VA,SomeColl,65plus,1,0,709
cbsnyt,7,9158,0,DC,SomeColl,30to44,1,1,439
cbsnyt,7,9158,0,CA,HS,18to29,1,0,614
cbsnyt,7,9158,0,NY,Bacc,18to29,0,0,421
cbsnyt,7,9158,0,TX,HS,30to44,1,0,790
cbsnyt,7,9158,0,AZ,HS,18to29,0,0,1558
cbsnyt,7,9158,0,MI,SomeColl,45to64,1,0,344
cbsnyt,7,9158,1,NE,SomeColl,18to29,1,0,922
cbsnyt,7,9158,0,MO,HS,45to64,1,1,1242
cbsnyt,7,9158,0,AZ,Bacc,45to64,1,0,764
cbsnyt,7,9158,0,CA,Bacc,30to44,0,0,388
cbsnyt,7,9158,1,VA,SomeColl,30to44,0,0,755
cbsnyt,7,9158,1,MN,HS,30to44,1,0,804
cbsnyt,7,9158,1,MI,NoHS,18to29,1,0,1679
cbsnyt,7,9158,1,CA,Bacc,30to44,1,0,612
cbsnyt,7,9158,1,CA,Bacc,18to29,1,0,546
cbsnyt,7,9158,1,IA,SomeColl,45to64,1,0,688
cbsnyt,7,9158,1,WA,Bacc,65plus,1,0,348
cbsnyt,7,9158,1,OH,Bacc,30to44,0,0,707
cbsnyt,7,9158,1,PA,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,WA,HS,30to44,0,0,560
cbsnyt,7,9158,0,FL,Bacc,18to29,1,0,652
cbsnyt,7,9158,1,NY,NoHS,45to64,0,0,2727
cbsnyt,7,9158,0,FL,SomeColl,65plus,1,0,354
cbsnyt,7,9158,1,FL,HS,18to29,1,0,275
cbsnyt,7,9158,1,MI,HS,18to29,1,0,1120
cbsnyt,7,9158,1,AL,HS,30to44,1,0,395
cbsnyt,7,9158,1,MT,SomeColl,30to44,0,0,842
cbsnyt,7,9158,0,IN,HS,45to64,0,0,1068
cbsnyt,7,9158,1,MI,HS,45to64,0,0,1068
cbsnyt,7,9158,0,OH,Bacc,18to29,1,1,489
cbsnyt,7,9158,1,IN,HS,30to44,1,0,804
cbsnyt,7,9158,0,CO,Bacc,30to44,0,0,388
cbsnyt,7,9158,0,CA,NoHS,18to29,0,0,779
cbsnyt,7,9158,0,PA,NoHS,65plus,0,0,1346
cbsnyt,7,9158,NA,FL,HS,65plus,0,0,1116
cbsnyt,7,9158,1,NY,HS,45to64,1,0,2528
cbsnyt,7,9158,1,UT,Bacc,18to29,0,0,923
cbsnyt,7,9158,1,CA,Bacc,30to44,0,0,776
cbsnyt,7,9158,1,CA,HS,30to44,0,0,1119
cbsnyt,7,9158,1,CO,HS,18to29,0,0,2337
cbsnyt,7,9158,0,IL,SomeColl,45to64,1,0,344
cbsnyt,7,9158,0,WI,HS,30to44,0,0,510
cbsnyt,7,9158,0,OH,SomeColl,30to44,0,0,768
cbsnyt,7,9158,0,CA,HS,45to64,1,0,693
cbsnyt,7,9158,1,NY,Bacc,18to29,1,0,332
cbsnyt,7,9158,1,MS,Bacc,45to64,1,0,342
cbsnyt,7,9158,1,CA,Bacc,18to29,0,0,923
cbsnyt,7,9158,0,CO,HS,45to64,1,0,924
cbsnyt,7,9158,1,DE,HS,45to64,0,0,1049
cbsnyt,7,9158,1,TN,SomeColl,45to64,1,0,338
cbsnyt,7,9158,0,NJ,HS,18to29,0,0,2132
cbsnyt,7,9158,0,MA,Bacc,30to44,0,0,354
cbsnyt,7,9158,1,NY,SomeColl,45to64,1,0,689
cbsnyt,7,9158,0,MN,SomeColl,30to44,0,0,384
cbsnyt,7,9158,0,MD,Bacc,30to44,1,1,809
cbsnyt,7,9158,0,CA,Bacc,65plus,0,0,1323
cbsnyt,7,9158,0,SC,NoHS,65plus,1,0,1042
cbsnyt,7,9158,0,WA,HS,30to44,0,0,560
cbsnyt,7,9158,1,FL,Bacc,45to64,0,0,1302
cbsnyt,7,9158,0,CA,SomeColl,30to44,1,0,332
cbsnyt,7,9158,1,WV,HS,30to44,0,0,1003
cbsnyt,7,9158,1,CA,SomeColl,18to29,1,0,2529
cbsnyt,7,9158,1,TX,NoHS,45to64,1,0,2111
cbsnyt,7,9158,1,CA,HS,18to29,1,1,1813
cbsnyt,7,9158,1,TX,SomeColl,18to29,1,0,1360
cbsnyt,7,9158,1,GA,Bacc,18to29,1,0,652
cbsnyt,7,9158,1,PA,HS,65plus,1,0,1345
cbsnyt,7,9158,0,NY,SomeColl,18to29,0,0,1171
cbsnyt,7,9158,0,IN,NoHS,18to29,1,0,2239
cbsnyt,7,9158,0,MN,SomeColl,18to29,1,0,461
cbsnyt,7,9158,1,MN,Bacc,30to44,0,0,707
cbsnyt,7,9158,1,ME,HS,18to29,0,0,1422
cbsnyt,7,9158,0,TX,Bacc,45to64,1,0,1027
cbsnyt,7,9158,0,NY,NoHS,65plus,0,0,2691
cbsnyt,7,9158,0,NM,NoHS,30to44,1,0,2019
cbsnyt,7,9158,1,CA,NoHS,18to29,0,0,1558
cbsnyt,7,9158,1,NY,HS,18to29,0,0,2132
cbsnyt,7,9158,1,TX,Bacc,30to44,0,0,348
cbsnyt,7,9158,0,MI,HS,45to64,1,0,842
cbsnyt,7,9158,0,NY,Bacc,30to44,1,0,279
cbsnyt,7,9158,1,OR,Bacc,65plus,1,0,695
cbsnyt,7,9158,1,CA,Bacc,45to64,0,0,969
cbsnyt,7,9158,0,KS,HS,30to44,1,0,402
cbsnyt,7,9158,1,LA,HS,30to44,1,0,790
cbsnyt,7,9158,1,NC,NoHS,30to44,1,0,1808
cbsnyt,7,9158,1,IA,HS,65plus,0,0,568
cbsnyt,7,9158,0,AL,Bacc,45to64,1,0,684
cbsnyt,7,9158,0,OK,HS,30to44,1,0,395
cbsnyt,7,9158,0,PA,SomeColl,18to29,1,0,923
cbsnyt,7,9158,1,NJ,Bacc,45to64,0,0,442
cbsnyt,7,9158,0,IA,SomeColl,45to64,0,0,436
cbsnyt,7,9158,0,OH,NoHS,30to44,1,0,2759
cbsnyt,7,9158,1,PA,Bacc,30to44,0,0,708
cbsnyt,7,9158,0,LA,HS,30to44,1,1,1166
cbsnyt,7,9158,0,KY,HS,18to29,0,0,1396
cbsnyt,7,9158,1,SC,Bacc,65plus,1,0,311
cbsnyt,7,9158,0,PA,Bacc,18to29,0,0,421
cbsnyt,7,9158,0,MI,HS,30to44,1,0,402
cbsnyt,7,9158,0,CT,Bacc,30to44,1,0,558
cbsnyt,7,9158,0,WA,HS,18to29,1,0,1229
cbsnyt,7,9158,1,NC,SomeColl,30to44,0,0,755
cbsnyt,7,9158,0,NY,Bacc,45to64,1,0,1045
cbsnyt,7,9158,1,AR,HS,30to44,0,0,1003
cbsnyt,7,9158,1,CT,Bacc,18to29,1,0,664
cbsnyt,7,9158,1,NY,Bacc,30to44,0,0,354
cbsnyt,7,9158,1,IL,HS,30to44,1,0,402
cbsnyt,7,9158,0,FL,SomeColl,30to44,1,0,595
cbsnyt,7,9158,NA,MI,HS,18to29,1,0,560
cbsnyt,7,9158,1,TX,Bacc,65plus,1,0,623
cbsnyt,7,9158,1,WA,SomeColl,65plus,1,0,396
cbsnyt,7,9158,0,IL,Bacc,45to64,0,0,442
cbsnyt,7,9158,1,CA,Bacc,30to44,1,0,612
cbsnyt,7,9158,0,ID,HS,30to44,1,0,441
cbsnyt,7,9158,1,TN,Bacc,45to64,0,0,868
cbsnyt,7,9158,1,PA,HS,65plus,0,0,1137
cbsnyt,7,9158,0,NM,HS,45to64,1,0,924
cbsnyt,7,9158,1,VA,SomeColl,18to29,1,0,906
cbsnyt,7,9158,1,OH,HS,30to44,0,0,510
cbsnyt,7,9158,0,NY,Bacc,18to29,0,0,421
cbsnyt,7,9158,1,NH,HS,30to44,1,0,805
cbsnyt,7,9158,1,KY,SomeColl,18to29,0,0,2299
cbsnyt,7,9158,1,NY,HS,18to29,0,0,2843
cbsnyt,7,9158,1,MO,SomeColl,45to64,0,0,872
cbsnyt,7,9158,1,CA,HS,18to29,1,0,1229
cbsnyt,7,9158,0,CA,Bacc,30to44,1,1,451
cbsnyt,7,9158,0,MA,SomeColl,65plus,1,0,722
cbsnyt,7,9158,0,ME,Bacc,18to29,1,0,664
cbsnyt,7,9158,1,MI,Bacc,30to44,0,0,707
cbsnyt,7,9158,0,IL,SomeColl,30to44,0,0,768
cbsnyt,7,9158,1,IL,HS,30to44,1,0,804
cbsnyt,7,9158,0,VA,Bacc,18to29,0,0,826
cbsnyt,7,9158,0,OH,HS,18to29,1,0,1120
cbsnyt,7,9158,1,OH,SomeColl,30to44,1,0,605
cbsnyt,7,9158,1,MS,Bacc,30to44,1,0,548
cbsnyt,7,9158,1,TX,NoHS,65plus,0,0,1321
cbsnyt,7,9158,0,IL,HS,65plus,1,0,1343
cbsnyt,7,9158,0,PA,HS,18to29,1,0,1121
cbsnyt,7,9158,0,NY,Bacc,18to29,1,0,664
cbsnyt,7,9158,0,OR,HS,30to44,1,0,882
cbsnyt,7,9158,0,IA,NoHS,45to64,1,0,2148
cbsnyt,7,9158,0,WA,SomeColl,45to64,0,0,479
cbsnyt,7,9158,1,WI,HS,18to29,1,0,560
cbsnyt,7,9158,1,PA,HS,45to64,1,0,421
cbsnyt,7,9158,0,NY,HS,30to44,1,0,805
cbsnyt,7,9158,0,WI,HS,30to44,1,0,804
cbsnyt,7,9158,1,NC,HS,45to64,0,0,1049
cbsnyt,7,9158,1,MI,SomeColl,30to44,1,0,605
cbsnyt,7,9158,1,MO,HS,18to29,0,0,710
cbsnyt,7,9158,0,CO,Bacc,18to29,1,0,727
